date,temp_max,temp_min,precipitation,humidity,wind_speed_max,wind_gusts_max,solar_radiation,et0_evapotranspiration,soil_moisture_0_10cm,pressure_msl
2015-01-01,28.2,18.8,0.2,69,15.7,31.0,13.73,3.32,0.2,1009.8
2015-01-02,27.5,19.6,0.0,72,12.8,30.2,12.38,2.83,0.2,1012.4
2015-01-03,26.6,19.6,4.0,84,10.3,33.8,11.75,2.36,0.2,1014.1
2015-01-04,25.7,19.6,0.6,85,9.3,19.8,9.12,1.96,0.2,1015.1
2015-01-05,27.6,17.6,0.0,70,13.6,30.2,17.5,3.74,0.2,1014.9
2015-01-06,27.4,16.5,0.0,61,11.0,25.9,18.95,4.03,0.2,1014.9
2015-01-07,28.3,15.5,0.0,52,9.0,23.8,18.13,4.07,0.2,1013.9
2015-01-08,27.5,16.0,0.0,52,8.3,23.0,18.39,4.12,0.2,1014.7
2015-01-09,26.6,14.1,0.0,42,11.6,28.8,20.15,4.64,0.2,1016.7
2015-01-10,26.8,11.1,0.0,42,10.7,25.6,20.48,4.65,0.2,1016.8
2015-01-11,26.9,11.2,0.0,39,12.0,27.0,20.52,4.8,0.2,1016.6
2015-01-12,27.0,11.6,0.0,39,10.7,23.8,20.57,4.84,0.2,1016.0
2015-01-13,27.2,13.7,0.0,39,10.8,25.2,20.61,4.81,0.2,1014.7
2015-01-14,27.9,12.2,0.0,45,10.2,26.6,20.49,4.61,0.2,1014.2
2015-01-15,27.3,15.4,0.0,57,12.9,33.1,19.65,4.31,0.2,1014.8
2015-01-16,27.7,14.6,0.0,46,9.7,26.3,20.31,4.54,0.2,1015.5
2015-01-17,27.8,14.2,0.0,36,11.6,29.2,20.6,5.05,0.2,1015.7
2015-01-18,28.1,13.8,0.0,40,10.5,27.0,20.45,4.71,0.2,1015.8
2015-01-19,27.7,15.4,0.0,48,15.1,34.2,20.08,4.73,0.2,1015.4
2015-01-20,27.6,16.0,0.0,57,16.2,35.6,17.23,4.23,0.2,1016.5
2015-01-21,27.3,16.4,0.0,60,16.4,35.3,16.47,4.19,0.2,1018.2
2015-01-22,27.9,16.2,0.0,57,17.3,37.1,19.65,4.62,0.2,1018.0
2015-01-23,28.2,16.0,0.0,56,14.3,34.6,19.54,4.67,0.2,1015.6
2015-01-24,28.6,16.6,0.0,54,15.8,34.9,20.04,4.95,0.2,1016.0
2015-01-25,28.6,16.5,0.0,48,20.5,43.2,20.7,5.55,0.2,1017.0
2015-01-26,27.9,16.0,0.0,55,19.9,41.4,20.62,4.94,0.2,1016.5
2015-01-27,28.0,15.6,0.0,50,16.3,36.4,21.27,5.25,0.2,1015.4
2015-01-28,27.9,15.2,0.0,58,14.4,33.1,21.04,4.82,0.2,1013.8
2015-01-29,28.4,16.2,0.0,58,13.0,32.0,20.87,4.72,0.2,1014.6
2015-01-30,28.1,15.9,0.0,61,10.9,28.4,19.97,4.37,0.2,1016.3
2015-01-31,28.9,16.8,0.0,55,14.1,31.7,21.11,4.78,0.2,1016.4
2015-02-01,28.9,14.8,0.0,58,10.2,24.1,21.17,4.65,0.2,1016.0
2015-02-02,28.8,16.8,0.0,62,14.4,31.7,20.81,4.87,0.2,1017.0
2015-02-03,28.0,18.0,0.0,63,14.5,33.5,20.76,4.67,0.2,1019.6
2015-02-04,29.2,14.3,0.0,55,13.0,31.0,21.3,4.96,0.2,1018.6
2015-02-05,29.6,15.0,0.0,45,14.7,33.5,21.45,5.35,0.2,1016.6
2015-02-06,29.6,15.8,0.0,37,14.8,33.1,21.25,5.79,0.2,1016.0
2015-02-07,29.3,16.0,0.0,43,15.8,35.3,21.25,5.77,0.2,1015.2
2015-02-08,29.7,16.9,0.0,49,15.8,32.0,20.85,5.46,0.2,1014.6
2015-02-09,29.8,17.0,0.0,54,17.6,36.7,21.2,5.6,0.2,1015.1
2015-02-10,28.8,16.4,0.0,61,19.5,41.8,21.76,5.13,0.2,1016.3
2015-02-11,28.8,16.1,0.0,60,13.5,32.8,21.77,4.9,0.2,1015.4
2015-02-12,30.0,15.8,0.0,52,11.6,29.5,22.45,5.2,0.2,1014.0
2015-02-13,31.3,17.2,0.0,45,11.0,23.8,22.16,5.37,0.2,1013.0
2015-02-14,31.6,18.5,0.0,41,9.2,24.1,22.11,5.34,0.2,1012.3
2015-02-15,32.6,18.5,0.0,40,9.5,18.7,22.74,5.44,0.2,1012.2
2015-02-16,32.6,17.5,0.0,42,9.7,18.4,22.85,5.37,0.2,1013.4
2015-02-17,33.2,17.2,0.0,41,11.6,22.0,23.07,5.41,0.2,1012.7
2015-02-18,33.2,19.4,0.0,37,14.1,32.8,22.92,6.08,0.2,1011.1
2015-02-19,31.4,18.4,0.0,46,16.1,32.4,19.45,5.52,0.2,1012.1
2015-02-20,30.1,19.6,0.0,44,13.8,28.4,19.39,5.24,0.2,1013.5
2015-02-21,30.4,19.1,0.0,48,12.2,29.9,19.83,5.13,0.2,1013.9
2015-02-22,32.4,17.6,0.0,45,10.6,26.6,23.33,5.76,0.2,1014.3
2015-02-23,32.5,19.2,0.0,36,12.6,30.6,23.6,6.19,0.2,1014.2
2015-02-24,33.0,19.3,0.0,32,12.7,30.2,23.87,6.63,0.2,1012.9
2015-02-25,33.1,19.6,0.0,28,11.2,26.3,24.16,6.35,0.2,1011.2
2015-02-26,33.5,19.5,0.0,30,13.9,27.7,24.03,6.56,0.2,1009.7
2015-02-27,33.1,20.0,0.0,31,15.9,28.1,24.01,6.65,0.2,1010.2
2015-02-28,32.1,19.6,0.0,53,17.3,37.8,20.59,5.96,0.2,1010.4
2015-03-01,29.7,20.9,5.9,74,19.8,42.5,13.21,3.44,0.2,1011.2
2015-03-02,28.0,20.4,11.5,77,11.6,39.6,17.05,3.61,0.2,1013.3
2015-03-03,30.2,19.7,0.0,63,13.2,28.4,21.56,4.93,0.2,1012.3
2015-03-04,29.1,18.4,0.0,50,12.7,28.8,23.94,5.39,0.2,1012.5
2015-03-05,31.0,19.3,0.0,53,12.7,29.9,22.31,5.25,0.2,1013.4
2015-03-06,30.1,20.9,0.6,72,11.7,27.0,16.79,3.64,0.2,1014.6
2015-03-07,30.5,20.6,0.2,69,7.9,22.0,18.53,3.95,0.2,1013.9
2015-03-08,31.1,20.8,0.1,65,12.3,27.7,20.72,4.87,0.2,1014.1
2015-03-09,30.6,20.4,0.0,62,12.1,22.7,20.96,4.55,0.2,1015.9
2015-03-10,30.9,21.6,0.8,65,9.0,27.0,21.1,4.72,0.2,1016.0
2015-03-11,32.6,20.5,0.0,45,13.7,28.8,24.53,6.29,0.2,1015.5
2015-03-12,32.5,19.3,0.0,43,14.0,33.5,24.94,6.47,0.2,1015.7
2015-03-13,33.7,19.1,0.0,44,12.7,30.2,25.02,6.62,0.2,1014.3
2015-03-14,34.1,20.7,0.0,36,17.4,34.9,25.64,7.61,0.2,1014.5
2015-03-15,34.0,18.5,0.0,45,16.5,36.7,25.24,6.99,0.2,1014.3
2015-03-16,34.0,20.4,0.0,48,12.8,31.3,22.67,5.9,0.2,1014.4
2015-03-17,34.3,20.2,0.0,45,9.8,20.2,22.63,5.55,0.2,1013.5
2015-03-18,35.2,22.0,0.0,36,9.4,20.2,24.5,6.27,0.2,1011.4
2015-03-19,35.0,23.4,0.0,38,11.9,30.6,23.09,6.45,0.2,1012.2
2015-03-20,35.8,22.0,0.0,31,14.2,33.5,25.51,7.27,0.2,1013.2
2015-03-21,35.8,22.1,0.0,33,10.8,27.4,23.85,6.75,0.2,1013.8
2015-03-22,36.2,24.8,0.0,34,8.8,23.0,24.34,6.48,0.2,1012.8
2015-03-23,36.5,22.6,0.0,36,9.4,21.2,23.86,6.43,0.2,1010.9
2015-03-24,37.1,23.0,0.0,34,9.2,23.8,24.13,6.73,0.2,1010.0
2015-03-25,35.8,21.9,0.0,38,14.8,29.9,23.17,6.82,0.2,1010.9
2015-03-26,34.7,22.1,0.0,47,13.1,31.0,23.1,6.44,0.2,1013.1
2015-03-27,34.8,22.0,0.0,42,13.9,33.8,24.56,6.71,0.2,1013.7
2015-03-28,35.1,22.4,0.0,37,11.5,27.7,24.2,6.73,0.2,1012.1
2015-03-29,34.5,22.4,0.0,47,12.4,28.8,22.23,5.81,0.2,1010.7
2015-03-30,32.4,23.0,0.0,52,8.4,20.5,19.78,4.8,0.2,1011.4
2015-03-31,33.9,23.1,0.5,53,10.0,23.0,21.48,5.31,0.2,1011.3
2015-04-01,34.0,23.1,0.0,50,12.6,19.1,21.4,5.25,0.2,1010.4
2015-04-02,35.0,23.9,0.0,48,13.9,30.6,21.37,5.66,0.2,1009.1
2015-04-03,36.9,24.6,0.0,39,12.0,28.8,25.54,7.07,0.2,1007.0
2015-04-04,36.7,24.3,0.0,32,17.7,36.0,26.71,7.54,0.2,1005.6
2015-04-05,36.8,22.3,0.0,33,13.7,29.9,26.92,6.93,0.2,1006.5
2015-04-06,37.1,23.4,0.0,44,13.2,26.6,25.26,6.64,0.2,1006.6
2015-04-07,35.7,24.0,0.0,52,16.0,29.9,22.49,6.3,0.2,1007.8
2015-04-08,35.8,23.9,0.0,53,16.5,31.7,24.79,6.81,0.2,1009.5
2015-04-09,35.4,23.1,0.0,52,15.3,27.7,23.93,6.41,0.2,1010.5
2015-04-10,34.9,24.0,0.4,57,11.6,26.3,23.88,5.62,0.2,1010.8
2015-04-11,31.1,23.2,6.6,67,16.7,34.2,14.78,3.53,0.2,1011.8
2015-04-12,27.4,21.2,12.0,79,17.2,37.4,16.23,3.5,0.2,1014.0
2015-04-13,29.8,19.8,6.0,75,16.8,34.2,19.41,4.21,0.2,1013.2
2015-04-14,27.9,19.7,12.4,81,12.5,30.6,21.47,4.23,0.2,1012.4
2015-04-15,29.2,20.0,2.2,75,13.0,29.5,22.94,4.71,0.2,1012.4
2015-04-16,30.1,20.5,0.2,71,9.5,25.9,23.87,4.98,0.2,1013.8
2015-04-17,31.3,21.1,1.1,68,8.4,23.8,23.45,4.98,0.2,1011.7
2015-04-18,34.0,21.0,0.0,55,8.7,20.2,26.93,6.17,0.2,1008.7
2015-04-19,35.5,22.2,0.0,47,11.1,23.0,24.95,6.47,0.2,1008.6
2015-04-20,36.0,22.8,0.0,49,11.0,25.2,25.54,6.71,0.2,1010.2
2015-04-21,36.5,22.8,0.0,46,11.5,28.4,26.5,6.8,0.2,1009.9
2015-04-22,36.9,25.0,0.0,45,16.3,33.8,25.68,6.68,0.2,1008.6
2015-04-23,35.8,24.7,0.7,51,8.7,37.4,22.68,5.48,0.2,1008.9
2015-04-24,34.7,24.6,1.0,60,16.4,33.5,23.89,5.91,0.2,1009.6
2015-04-25,35.1,23.5,0.0,52,18.9,33.1,23.03,5.88,0.2,1008.5
2015-04-26,34.7,23.1,0.0,59,14.3,29.2,25.18,6.14,0.2,1009.8
2015-04-27,35.3,23.1,0.0,54,13.1,29.2,25.96,6.24,0.2,1010.6
2015-04-28,36.9,24.5,0.0,44,13.8,31.7,25.65,7.14,0.2,1009.1
2015-04-29,37.8,26.5,0.0,38,13.6,32.8,24.81,7.14,0.2,1007.5
2015-04-30,38.0,26.2,0.0,38,19.8,38.2,26.35,7.68,0.2,1008.4
2015-05-01,38.7,25.0,0.0,34,12.6,29.9,25.89,7.56,0.2,1007.8
2015-05-02,38.3,24.5,0.0,37,15.2,25.6,24.48,6.83,0.2,1007.6
2015-05-03,37.3,25.6,0.0,43,14.7,30.2,24.35,6.53,0.2,1008.1
2015-05-04,35.2,25.7,1.5,55,16.2,28.8,24.72,6.28,0.2,1009.5
2015-05-05,35.8,24.8,0.0,45,8.4,22.3,24.47,6.13,0.2,1009.0
2015-05-06,37.2,24.3,1.0,44,11.5,28.8,25.08,6.36,0.2,1007.8
2015-05-07,37.2,25.3,0.4,44,11.3,21.6,26.05,6.84,0.2,1008.5
2015-05-08,38.8,26.1,0.0,37,13.1,29.2,24.94,7.14,0.2,1007.2
2015-05-09,38.3,26.5,0.0,40,13.0,27.4,23.8,6.64,0.2,1005.9
2015-05-10,36.2,27.2,0.0,45,12.7,24.1,19.46,5.32,0.2,1007.1
2015-05-11,36.7,26.5,1.1,46,14.0,24.5,21.88,6.14,0.2,1008.0
2015-05-12,36.2,26.1,0.5,50,12.6,21.6,22.85,5.8,0.2,1008.6
2015-05-13,35.5,26.1,1.8,55,8.3,25.6,22.34,5.24,0.2,1007.9
2015-05-14,35.0,26.1,0.1,54,10.3,27.0,21.64,5.51,0.2,1008.9
2015-05-15,35.3,26.5,0.3,55,9.9,20.5,22.74,5.52,0.2,1009.4
2015-05-16,31.4,24.0,8.5,69,9.2,20.9,15.36,3.7,0.2,1007.7
2015-05-17,35.0,24.5,0.0,58,11.9,24.5,24.5,5.96,0.2,1005.4
2015-05-18,37.0,25.7,0.0,48,14.2,31.0,22.58,6.43,0.2,1004.6
2015-05-19,39.8,27.4,0.0,41,17.3,35.3,23.64,7.27,0.2,1004.0
2015-05-20,40.7,28.4,0.0,35,24.5,45.4,26.1,9.22,0.2,1004.4
2015-05-21,41.6,28.5,0.0,30,18.3,40.3,26.74,8.75,0.2,1004.1
2015-05-22,40.6,29.8,0.0,29,22.2,45.0,25.12,9.06,0.2,1004.3
2015-05-23,39.7,29.5,0.2,31,23.5,46.8,25.8,9.47,0.2,1004.5
2015-05-24,39.3,28.6,0.0,32,23.4,46.4,26.34,9.25,0.2,1005.3
2015-05-25,39.5,28.8,0.0,33,25.3,48.2,25.71,9.16,0.2,1005.1
2015-05-26,40.1,28.7,0.0,30,23.0,45.0,25.88,8.98,0.2,1005.2
2015-05-27,40.2,28.7,0.0,27,21.7,43.9,25.89,8.7,0.2,1004.5
2015-05-28,40.0,28.4,0.4,35,19.4,40.3,25.66,8.26,0.2,1004.3
2015-05-29,40.4,28.0,0.0,36,24.2,36.0,25.26,8.38,0.2,1004.2
2015-05-30,39.4,27.5,0.0,41,18.7,37.4,25.28,7.75,0.2,1005.5
2015-05-31,40.1,28.1,0.1,36,15.9,35.6,26.01,7.63,0.2,1003.8
2015-06-01,37.3,27.6,0.6,54,15.6,43.2,22.64,6.25,0.2,1004.8
2015-06-02,37.3,27.4,0.8,50,16.6,35.3,22.0,6.45,0.2,1005.6
2015-06-03,36.7,26.4,1.3,51,10.2,27.4,23.43,6.05,0.2,1005.3
2015-06-04,36.4,26.0,0.5,56,11.5,24.1,23.25,5.9,0.2,1005.7
2015-06-05,35.7,25.3,2.8,62,16.6,31.3,23.36,5.95,0.2,1007.1
2015-06-06,33.7,26.1,0.9,63,13.4,32.0,17.68,4.79,0.2,1006.1
2015-06-07,30.8,24.8,3.4,69,16.3,38.5,14.87,3.97,0.2,1006.0
2015-06-08,33.3,24.9,0.1,66,16.3,36.7,21.83,5.39,0.2,1006.4
2015-06-09,33.2,25.0,0.3,64,18.8,36.7,15.39,4.59,0.2,1007.3
2015-06-10,34.8,25.4,3.8,63,19.4,39.2,22.96,6.02,0.2,1005.9
2015-06-11,35.3,25.7,1.4,63,19.0,36.4,22.84,5.81,0.2,1005.3
2015-06-12,32.4,24.2,15.4,77,20.9,39.2,17.64,4.26,0.2,1006.2
2015-06-13,30.4,23.6,7.3,77,15.2,35.6,15.42,3.63,0.2,1005.3
2015-06-14,27.9,23.0,3.5,80,18.0,36.4,11.65,3.08,0.2,1004.7
2015-06-15,27.9,22.6,5.1,83,20.5,42.1,8.82,2.41,0.2,1004.4
2015-06-16,28.0,23.1,1.3,77,25.8,50.4,11.74,3.27,0.2,1004.2
2015-06-17,29.0,23.6,5.8,74,24.3,47.5,11.51,3.56,0.2,1002.6
2015-06-18,28.6,22.8,13.2,80,25.7,49.3,10.4,3.1,0.2,1002.5
2015-06-19,29.3,22.5,15.6,81,30.9,63.0,14.32,3.65,0.2,1002.1
2015-06-20,26.2,23.0,14.0,86,33.8,61.6,6.49,2.1,0.2,1001.1
2015-06-21,24.3,22.6,31.8,91,31.3,60.8,3.76,1.28,0.2,1001.0
2015-06-22,28.1,22.6,4.3,79,32.7,61.9,9.26,3.06,0.2,1002.0
2015-06-23,29.7,24.1,1.4,69,32.2,59.8,15.48,4.75,0.2,1003.3
2015-06-24,30.7,24.1,7.3,72,33.2,74.2,16.81,4.87,0.2,1004.4
2015-06-25,29.8,24.4,0.0,69,35.6,69.1,15.63,4.94,0.2,1004.1
2015-06-26,30.1,24.0,0.0,66,32.1,63.4,17.36,5.27,0.2,1004.0
2015-06-27,29.8,23.4,0.0,66,27.2,53.3,16.83,4.88,0.2,1004.7
2015-06-28,31.2,23.7,0.0,64,23.0,45.4,21.91,5.62,0.2,1007.0
2015-06-29,30.9,23.8,0.1,65,18.4,37.4,21.07,5.23,0.2,1008.2
2015-06-30,31.3,24.3,0.0,63,17.9,40.3,21.84,5.5,0.2,1008.0
2015-07-01,31.0,24.5,0.0,63,18.8,42.5,21.9,5.63,0.2,1008.5
2015-07-02,30.0,23.7,0.3,69,20.9,39.2,16.77,4.34,0.2,1008.9
2015-07-03,31.7,25.4,0.0,57,20.4,43.2,17.88,5.63,0.2,1008.1
2015-07-04,33.1,24.3,0.0,52,22.4,50.4,25.91,7.32,0.2,1007.4
2015-07-05,33.6,24.1,0.0,51,26.6,51.8,25.28,7.66,0.2,1006.0
2015-07-06,33.3,23.6,0.0,50,28.4,55.8,22.41,7.33,0.2,1005.2
2015-07-07,31.7,23.9,0.2,55,28.2,55.4,17.08,6.1,0.2,1004.5
2015-07-08,32.3,24.7,0.6,57,25.8,53.6,18.98,6.41,0.2,1005.0
2015-07-09,32.2,25.3,0.0,56,29.7,56.9,16.56,6.14,0.2,1005.1
2015-07-10,30.7,25.3,0.4,61,28.9,56.2,10.74,4.84,0.2,1003.0
2015-07-11,31.2,24.6,0.0,58,27.4,56.2,10.67,4.65,0.2,1003.8
2015-07-12,32.7,24.3,0.0,55,21.7,46.1,20.09,6.06,0.2,1005.4
2015-07-13,33.5,25.7,0.2,57,20.7,44.6,20.76,5.85,0.2,1005.4
2015-07-14,35.0,26.1,2.3,62,15.3,42.5,19.05,4.99,0.2,1004.2
2015-07-15,31.6,24.0,3.3,71,21.6,43.2,16.96,4.58,0.2,1002.9
2015-07-16,32.7,25.9,0.0,53,22.0,46.4,20.66,6.55,0.2,1001.4
2015-07-17,32.7,25.2,0.7,58,24.5,52.2,19.56,6.26,0.2,1002.0
2015-07-18,32.5,24.9,0.4,62,24.6,51.8,19.33,5.81,0.2,1003.0
2015-07-19,33.0,24.4,7.2,66,27.0,54.0,19.84,5.71,0.2,1003.2
2015-07-20,32.5,23.8,0.9,65,29.1,58.3,18.71,5.42,0.2,1002.7
2015-07-21,30.9,24.3,0.0,65,22.3,53.3,17.67,5.21,0.2,1003.2
2015-07-22,29.9,24.1,5.2,72,18.8,51.8,10.59,3.25,0.2,1004.3
2015-07-23,31.1,24.0,2.7,67,19.1,46.1,15.4,4.22,0.2,1005.3
2015-07-24,31.5,24.2,1.7,70,17.7,46.8,18.63,4.86,0.2,1006.6
2015-07-25,31.9,24.1,0.0,64,23.4,50.0,19.87,5.71,0.2,1006.2
2015-07-26,30.7,23.5,2.8,67,23.5,51.5,15.98,4.59,0.2,1006.7
2015-07-27,31.1,23.7,0.0,59,24.5,50.4,16.94,5.44,0.2,1007.7
2015-07-28,33.1,23.2,0.0,54,25.9,54.4,24.01,7.24,0.2,1007.9
2015-07-29,31.6,23.0,0.0,54,30.0,57.6,18.77,6.5,0.2,1007.6
2015-07-30,29.3,23.6,0.0,60,24.8,51.5,12.32,4.6,0.2,1008.0
2015-07-31,31.5,24.2,1.4,64,23.3,49.3,18.95,5.34,0.2,1007.7
2015-08-01,32.0,23.4,0.0,64,20.6,45.4,21.55,5.45,0.2,1008.3
2015-08-02,32.3,25.0,0.0,58,19.1,41.8,20.14,5.63,0.2,1008.2
2015-08-03,30.9,25.2,0.0,57,21.6,45.4,16.37,5.16,0.2,1006.7
2015-08-04,29.8,25.3,0.0,59,24.5,51.8,13.92,4.97,0.2,1005.8
2015-08-05,30.5,24.1,0.1,64,29.2,78.1,14.27,4.9,0.2,1005.6
2015-08-06,31.0,23.1,0.8,70,24.0,64.1,14.46,4.27,0.2,1005.2
2015-08-07,30.3,23.3,2.9,68,22.9,46.4,14.45,4.32,0.2,1004.9
2015-08-08,30.6,23.2,5.4,76,20.7,44.3,13.53,3.63,0.2,1005.3
2015-08-09,28.9,23.2,1.9,79,17.9,42.8,12.14,3.02,0.2,1003.9
2015-08-10,29.0,23.9,6.5,80,20.3,41.0,12.0,2.9,0.2,1003.6
2015-08-11,28.2,23.2,15.7,85,19.5,37.4,12.52,2.8,0.2,1005.5
2015-08-12,24.3,22.7,19.8,92,17.6,34.2,4.05,1.04,0.2,1006.4
2015-08-13,27.6,22.5,6.8,83,24.4,47.5,12.82,2.95,0.2,1006.0
2015-08-14,29.8,22.8,0.8,74,20.4,45.0,20.43,4.61,0.2,1006.2
2015-08-15,29.8,23.7,0.1,71,19.8,40.0,19.44,4.67,0.2,1007.3
2015-08-16,28.9,24.1,0.4,74,16.4,39.2,14.52,3.54,0.2,1009.0
2015-08-17,30.3,24.1,0.2,69,14.1,29.9,17.59,4.22,0.2,1007.8
2015-08-18,30.9,23.7,0.8,74,11.2,24.1,17.57,3.99,0.2,1008.9
2015-08-19,31.4,23.8,5.0,77,9.9,22.0,18.73,4.1,0.2,1009.8
2015-08-20,29.8,23.1,5.1,84,11.3,24.5,14.51,3.17,0.2,1009.9
2015-08-21,28.3,22.9,1.7,82,16.6,34.9,12.95,3.0,0.2,1009.3
2015-08-22,29.4,23.1,0.1,73,18.2,41.0,18.92,4.42,0.2,1007.7
2015-08-23,30.1,23.3,0.0,69,18.6,41.8,20.45,4.87,0.2,1007.4
2015-08-24,30.1,24.3,0.0,64,20.3,40.7,20.46,5.22,0.2,1008.3
2015-08-25,30.9,24.1,0.1,64,21.7,43.2,21.61,5.43,0.2,1007.4
2015-08-26,30.5,23.9,0.1,70,23.4,46.4,19.08,4.67,0.2,1006.4
2015-08-27,29.6,23.5,2.3,75,20.7,43.6,12.92,3.35,0.2,1005.6
2015-08-28,29.1,23.0,9.6,83,22.1,47.2,14.37,3.15,0.2,1006.7
2015-08-29,28.2,22.6,2.8,80,23.6,45.7,14.81,3.4,0.2,1006.7
2015-08-30,29.8,23.7,0.4,72,18.7,42.1,16.54,4.14,0.2,1007.2
2015-08-31,30.7,24.4,0.0,67,18.9,45.4,19.99,4.98,0.2,1008.3
2015-09-01,30.1,24.7,0.0,65,16.9,38.9,18.1,4.62,0.2,1007.4
2015-09-02,30.5,24.0,0.6,65,17.2,35.6,19.85,4.8,0.2,1007.2
2015-09-03,31.5,23.2,0.2,63,8.1,24.8,19.1,4.5,0.2,1008.5
2015-09-04,33.0,23.7,0.0,64,12.0,27.7,20.71,4.88,0.2,1010.9
2015-09-05,33.4,23.0,3.7,73,11.8,20.9,21.93,4.7,0.2,1011.7
2015-09-06,31.4,23.4,14.5,80,10.0,24.8,18.63,4.05,0.2,1010.8
2015-09-07,29.3,22.9,6.2,84,16.3,30.6,15.51,3.33,0.2,1010.7
2015-09-08,30.5,22.1,7.4,82,12.7,27.7,19.62,4.07,0.2,1010.3
2015-09-09,29.2,21.8,5.2,83,11.3,26.6,16.53,3.43,0.2,1009.9
2015-09-10,30.3,21.9,10.1,84,12.3,26.3,19.0,3.96,0.2,1009.6
2015-09-11,30.1,22.0,7.3,83,12.7,26.3,18.89,3.94,0.2,1008.7
2015-09-12,26.1,22.5,11.6,89,16.2,32.0,8.72,1.91,0.2,1008.9
2015-09-13,29.0,22.8,12.7,87,19.2,32.4,11.18,2.52,0.2,1008.8
2015-09-14,29.2,22.3,10.9,89,19.5,39.6,11.8,2.48,0.2,1007.6
2015-09-15,26.9,22.5,1.8,89,20.9,41.0,10.35,2.2,0.2,1005.9
2015-09-16,27.5,22.4,7.2,90,21.6,39.2,8.37,1.89,0.2,1003.8
2015-09-17,28.8,22.6,5.4,84,24.6,53.3,11.77,2.88,0.2,1002.6
2015-09-18,30.5,23.4,0.2,77,21.9,46.8,18.38,4.19,0.2,1004.2
2015-09-19,29.7,22.9,0.0,76,15.5,34.2,17.84,4.02,0.2,1005.9
2015-09-20,28.0,23.6,0.0,72,13.4,29.5,11.54,3.04,0.2,1006.3
2015-09-21,29.9,22.9,0.0,69,15.3,33.1,20.63,4.76,0.2,1007.2
2015-09-22,30.7,22.4,0.0,66,14.4,29.5,22.41,5.14,0.2,1008.5
2015-09-23,32.2,22.1,0.0,64,10.7,26.6,22.85,5.22,0.2,1010.0
2015-09-24,32.0,22.8,0.0,68,10.5,24.8,20.22,4.63,0.2,1009.3
2015-09-25,31.7,23.2,0.5,72,9.2,21.6,19.76,4.33,0.2,1008.4
2015-09-26,31.0,22.9,1.6,79,10.9,25.6,18.18,3.93,0.2,1008.9
2015-09-27,31.5,22.2,0.0,65,13.7,28.8,23.26,5.4,0.2,1009.0
2015-09-28,30.0,20.8,0.0,67,12.6,28.8,17.84,4.26,0.2,1008.8
2015-09-29,30.6,21.8,1.0,74,12.6,33.1,18.09,4.03,0.2,1009.3
2015-09-30,30.2,21.7,0.4,77,11.3,32.0,17.94,4.0,0.2,1011.0
2015-10-01,29.5,22.3,3.7,85,13.2,36.4,13.6,2.95,0.2,1012.1
2015-10-02,30.0,22.2,3.6,83,12.5,28.4,14.27,3.13,0.2,1012.5
2015-10-03,31.3,22.6,9.7,82,12.9,28.1,18.14,3.87,0.2,1011.9
2015-10-04,30.8,22.9,7.2,83,10.7,27.0,17.85,3.81,0.2,1011.6
2015-10-05,30.7,21.9,0.9,78,12.8,31.0,18.37,4.06,0.2,1010.8
2015-10-06,32.0,21.5,0.0,68,13.8,29.2,21.2,4.99,0.2,1009.6
2015-10-07,32.3,19.9,0.0,59,13.2,28.1,23.2,5.47,0.2,1009.6
2015-10-08,32.3,20.3,0.0,54,8.7,19.4,23.03,5.19,0.2,1009.5
2015-10-09,33.1,21.6,0.0,57,12.1,29.2,21.1,5.11,0.2,1008.8
2015-10-10,32.4,23.9,0.0,58,12.6,28.4,19.23,5.02,0.2,1009.8
2015-10-11,32.8,23.3,3.2,69,14.4,26.3,19.23,4.4,0.2,1011.7
2015-10-12,33.9,23.0,0.0,61,9.0,25.2,20.29,4.9,0.2,1012.3
2015-10-13,33.6,24.4,0.0,47,9.2,25.9,19.57,5.02,0.2,1012.3
2015-10-14,33.5,24.2,0.0,45,11.4,29.2,17.76,4.83,0.2,1012.8
2015-10-15,34.0,21.6,0.0,49,9.3,25.2,18.16,4.85,0.2,1012.2
2015-10-16,32.8,21.9,0.1,64,10.0,26.3,19.44,4.73,0.2,1013.1
2015-10-17,32.1,22.7,0.7,71,12.5,29.2,18.14,4.36,0.2,1013.8
2015-10-18,32.4,22.4,0.4,68,10.8,27.7,19.0,4.55,0.2,1014.5
2015-10-19,33.3,22.6,0.0,59,11.3,27.4,19.7,5.05,0.2,1013.8
2015-10-20,34.3,20.8,0.0,52,13.4,32.0,21.36,5.71,0.2,1011.9
2015-10-21,34.1,22.3,0.0,50,14.1,31.7,21.02,5.83,0.2,1011.3
2015-10-22,34.3,21.9,0.0,52,13.9,31.3,20.49,5.77,0.2,1012.2
2015-10-23,33.4,22.2,0.0,53,11.3,27.7,18.41,5.05,0.2,1012.4
2015-10-24,32.9,22.2,0.0,55,13.0,31.0,17.97,5.03,0.2,1012.1
2015-10-25,31.6,22.5,0.0,58,13.9,33.1,18.04,4.98,0.2,1013.6
2015-10-26,32.1,21.1,0.0,58,13.9,33.1,19.51,5.05,0.2,1014.5
2015-10-27,32.4,19.7,0.0,51,11.7,29.2,20.6,5.46,0.2,1013.7
2015-10-28,31.5,20.3,0.0,63,16.8,34.6,19.35,4.92,0.2,1013.6
2015-10-29,31.3,22.0,1.9,76,12.5,28.1,16.02,3.61,0.2,1012.9
